Problema,Estrategia,n,K,m,z,S,CPU,nodos_generados
max_div_15_3.txt,SmallestZ,15,3,2,13.2732,(9.880000 9.880000 6.260000)(0.300000 0.920000 4.230000),0.00163,30
max_div_15_3.txt,Deeper,15,3,2,13.2732,(9.880000 9.880000 6.260000)(0.300000 0.920000 4.230000),0.001393,30
max_div_15_3.txt,SmallestZ,15,3,3,31.8685,(9.880000 9.880000 6.260000)(5.170000 1.390000 0.910000)(1.710000 1.950000 9.220000),0.004505,43
max_div_15_3.txt,Deeper,15,3,3,31.8685,(9.880000 9.880000 6.260000)(1.710000 1.950000 9.220000)(5.170000 1.390000 0.910000),0.00375,43
max_div_15_3.txt,SmallestZ,15,3,4,59.7638,(1.710000 1.950000 9.220000)(6.650000 9.450000 1.020000)(9.880000 9.880000 6.260000)(0.300000 0.920000 4.230000),0.010026,55
max_div_15_3.txt,Deeper,15,3,4,59.7638,(1.710000 1.950000 9.220000)(6.650000 9.450000 1.020000)(9.880000 9.880000 6.260000)(0.300000 0.920000 4.230000),0.009554,55
max_div_15_3.txt,SmallestZ,15,3,5,96.0858,(9.880000 9.880000 6.260000)(9.470000 3.560000 1.830000)(0.300000 0.920000 4.230000)(1.150000 9.210000 3.110000)(1.710000 1.950000 9.220000),0.016253,66
max_div_15_3.txt,Deeper,15,3,5,96.0858,(9.880000 9.880000 6.260000)(9.470000 3.560000 1.830000)(0.300000 0.920000 4.230000)(1.710000 1.950000 9.220000)(1.150000 9.210000 3.110000),0.016576,66
max_div_15_3.txt,SmallestZ,15,3,6,138.157,(9.880000 9.880000 6.260000)(1.710000 1.950000 9.220000)(0.300000 0.920000 4.230000)(9.880000 9.880000 6.260000)(9.470000 3.560000 1.830000)(1.150000 9.210000 3.110000),0.034214,76
max_div_15_3.txt,Deeper,15,3,6,138.157,(9.880000 9.880000 6.260000)(1.150000 9.210000 3.110000)(9.880000 9.880000 6.260000)(1.710000 1.950000 9.220000)(9.470000 3.560000 1.830000)(0.300000 0.920000 4.230000),0.0312,76
max_div_30_2.txt,SmallestZ,30,2,2,11.6571,(9.840000 8.960000)(2.070000 0.270000),0.005363,60
max_div_30_2.txt,Deeper,30,2,2,11.6571,(9.840000 8.960000)(2.070000 0.270000),0.004192,60
max_div_30_2.txt,SmallestZ,30,2,3,28.9443,(2.070000 0.270000)(1.910000 9.600000)(9.840000 8.960000),0.016609,88
max_div_30_2.txt,Deeper,30,2,3,28.9443,(2.070000 0.270000)(9.840000 8.960000)(1.910000 9.600000),0.015089,88
max_div_30_2.txt,SmallestZ,30,2,4,52.7712,(1.910000 9.600000)(8.000000 1.530000)(2.070000 0.270000)(9.840000 8.960000),0.031023,115
max_div_30_2.txt,Deeper,30,2,4,52.7712,(9.840000 8.960000)(2.070000 0.270000)(1.910000 9.600000)(8.000000 1.530000),0.03306,115
max_div_30_2.txt,SmallestZ,30,2,5,81.2029,(1.910000 9.600000)(2.070000 0.270000)(9.840000 8.960000)(9.840000 8.960000)(2.070000 0.270000),0.073235,141
max_div_30_2.txt,Deeper,30,2,5,81.2029,(1.910000 9.600000)(2.070000 0.270000)(9.840000 8.960000)(2.070000 0.270000)(9.840000 8.960000),0.078879,141
max_div_30_2.txt,SmallestZ,30,2,6,118.992,(1.910000 9.600000)(8.000000 1.530000)(9.840000 8.960000)(0.650000 3.260000)(2.070000 0.270000)(9.840000 8.960000),0.131135,166
max_div_30_2.txt,Deeper,30,2,6,118.992,(9.840000 8.960000)(0.650000 3.260000)(2.070000 0.270000)(9.840000 8.960000)(1.910000 9.600000)(8.000000 1.530000),0.142607,166
max_div_20_3.txt,SmallestZ,20,3,2,11.8003,(9.810000 2.050000 1.830000)(0.650000 3.760000 9.070000),0.002682,40
max_div_20_3.txt,Deeper,20,3,2,11.8003,(9.810000 2.050000 1.830000)(0.650000 3.760000 9.070000),0.002288,40
max_div_20_3.txt,SmallestZ,20,3,3,30.8727,(9.810000 2.050000 1.830000)(0.650000 3.760000 9.070000)(8.870000 9.560000 5.340000),0.006594,58
max_div_20_3.txt,Deeper,20,3,3,30.8727,(9.810000 2.050000 1.830000)(8.870000 9.560000 5.340000)(0.650000 3.760000 9.070000),0.007388,58
max_div_20_3.txt,SmallestZ,20,3,4,56.6903,(0.650000 3.760000 9.070000)(9.810000 2.050000 1.830000)(9.600000 2.020000 9.000000)(0.830000 7.060000 3.340000),0.015191,75
max_div_20_3.txt,Deeper,20,3,4,56.6903,(9.600000 2.020000 9.000000)(0.650000 3.760000 9.070000)(0.830000 7.060000 3.340000)(9.810000 2.050000 1.830000),0.015101,75
max_div_20_3.txt,SmallestZ,20,3,5,92.8297,(0.650000 3.760000 9.070000)(8.870000 9.560000 5.340000)(9.600000 2.020000 9.000000)(0.830000 7.060000 3.340000)(9.810000 2.050000 1.830000),0.03639,91
max_div_20_3.txt,Deeper,20,3,5,92.8297,(9.600000 2.020000 9.000000)(8.870000 9.560000 5.340000)(0.830000 7.060000 3.340000)(9.810000 2.050000 1.830000)(0.650000 3.760000 9.070000),0.032185,91
max_div_20_3.txt,SmallestZ,20,3,6,131.49,(9.810000 2.050000 1.830000)(0.650000 3.760000 9.070000)(9.600000 2.020000 9.000000)(8.870000 9.560000 5.340000)(0.830000 7.060000 3.340000)(8.020000 0.120000 3.560000),0.062369,106
max_div_20_3.txt,Deeper,20,3,6,131.49,(9.810000 2.050000 1.830000)(0.830000 7.060000 3.340000)(0.650000 3.760000 9.070000)(9.600000 2.020000 9.000000)(8.020000 0.120000 3.560000)(8.870000 9.560000 5.340000),0.061063,106
max_div_20_2.txt,SmallestZ,20,2,2,8.51033,(8.670000 3.170000)(0.630000 5.960000),0.002777,40
max_div_20_2.txt,Deeper,20,2,2,8.51033,(8.670000 3.170000)(0.630000 5.960000),0.002284,40
max_div_20_2.txt,SmallestZ,20,2,3,21.9961,(8.670000 3.170000)(0.630000 5.960000)(8.570000 8.360000),0.009511,58
max_div_20_2.txt,Deeper,20,2,3,21.9961,(8.670000 3.170000)(8.570000 8.360000)(0.630000 5.960000),0.006866,58
max_div_20_2.txt,SmallestZ,20,2,4,40.0023,(1.160000 4.470000)(8.670000 3.170000)(3.470000 9.430000)(8.570000 8.360000),0.017063,75
max_div_20_2.txt,Deeper,20,2,4,40.0023,(1.160000 4.470000)(8.670000 3.170000)(8.570000 8.360000)(3.470000 9.430000),0.016667,75
max_div_20_2.txt,SmallestZ,20,2,5,63.6517,(1.970000 3.500000)(3.470000 9.430000)(0.630000 5.960000)(8.570000 8.360000)(8.670000 3.170000),0.031765,91
max_div_20_2.txt,Deeper,20,2,5,63.6517,(1.970000 3.500000)(8.570000 8.360000)(0.630000 5.960000)(8.670000 3.170000)(3.470000 9.430000),0.030468,91
max_div_20_2.txt,SmallestZ,20,2,6,92.3339,(8.670000 3.170000)(3.470000 9.430000)(1.160000 4.470000)(8.570000 8.360000)(0.630000 5.960000)(8.670000 3.170000),0.057835,106
max_div_20_2.txt,Deeper,20,2,6,92.3339,(8.670000 3.170000)(3.470000 9.430000)(1.160000 4.470000)(8.670000 3.170000)(0.630000 5.960000)(8.570000 8.360000),0.057457,106
max_div_15_2.txt,SmallestZ,15,2,2,11.8592,(8.650000 9.980000)(0.580000 1.290000),0.00161,30
max_div_15_2.txt,Deeper,15,2,2,11.8592,(8.650000 9.980000)(0.580000 1.290000),0.00121,30
max_div_15_2.txt,SmallestZ,15,2,3,27.3727,(9.110000 3.230000)(0.580000 1.290000)(8.650000 9.980000),0.004172,43
max_div_15_2.txt,Deeper,15,2,3,27.3727,(8.650000 9.980000)(9.110000 3.230000)(0.580000 1.290000),0.003694,43
max_div_15_2.txt,SmallestZ,15,2,4,49.8268,(9.110000 3.230000)(0.580000 1.290000)(8.650000 9.980000)(0.160000 4.620000),0.009056,55
max_div_15_2.txt,Deeper,15,2,4,49.8268,(9.110000 3.230000)(0.580000 1.290000)(8.650000 9.980000)(0.160000 4.620000),0.008641,55
max_div_15_2.txt,SmallestZ,15,2,5,79.1295,(8.650000 9.980000)(0.580000 1.290000)(9.110000 3.230000)(0.160000 4.620000)(9.960000 8.170000),0.021055,66
max_div_15_2.txt,Deeper,15,2,5,79.1295,(8.650000 9.980000)(0.160000 4.620000)(9.110000 3.230000)(0.580000 1.290000)(9.960000 8.170000),0.016249,66
max_div_15_2.txt,SmallestZ,15,2,6,115.428,(8.650000 9.980000)(1.350000 7.110000)(0.580000 1.290000)(9.960000 8.170000)(0.580000 1.290000)(9.110000 3.230000),0.033835,76
max_div_15_2.txt,Deeper,15,2,6,115.428,(8.650000 9.980000)(1.350000 7.110000)(0.580000 1.290000)(9.960000 8.170000)(0.580000 1.290000)(9.110000 3.230000),0.033987,76
max_div_30_3.txt,SmallestZ,30,3,2,13.0737,(8.060000 9.590000 0.270000)(6.710000 0.350000 9.420000),0.006116,60
max_div_30_3.txt,Deeper,30,3,2,13.0737,(6.710000 0.350000 9.420000)(8.060000 9.590000 0.270000),0.004422,60
max_div_30_3.txt,SmallestZ,30,3,3,34.2905,(1.530000 8.090000 9.560000)(8.320000 0.470000 8.980000)(8.060000 9.590000 0.270000),0.018513,88
max_div_30_3.txt,Deeper,30,3,3,34.2905,(1.530000 8.090000 9.560000)(8.060000 9.590000 0.270000)(8.320000 0.470000 8.980000),0.013394,88
max_div_30_3.txt,SmallestZ,30,3,4,63.702,(8.060000 9.590000 0.270000)(8.320000 0.470000 8.980000)(1.530000 8.090000 9.560000)(6.750000 0.070000 1.800000),0.041453,115
max_div_30_3.txt,Deeper,30,3,4,63.702,(8.060000 9.590000 0.270000)(8.320000 0.470000 8.980000)(1.530000 8.090000 9.560000)(6.750000 0.070000 1.800000),0.035288,115
max_div_30_3.txt,SmallestZ,30,3,5,99.592,(8.060000 9.590000 0.270000)(8.320000 0.470000 8.980000)(1.530000 8.090000 9.560000)(6.750000 0.070000 1.800000)(7.540000 8.930000 9.660000),0.084897,141
max_div_30_3.txt,Deeper,30,3,5,99.592,(8.060000 9.590000 0.270000)(8.320000 0.470000 8.980000)(1.530000 8.090000 9.560000)(6.750000 0.070000 1.800000)(7.540000 8.930000 9.660000),0.083612,141
max_div_30_3.txt,SmallestZ,30,3,6,143.829,(1.530000 8.090000 9.560000)(6.750000 0.070000 1.800000)(9.990000 4.400000 9.760000)(8.060000 9.590000 0.270000)(6.710000 0.350000 9.420000)(8.060000 9.590000 0.270000),0.153921,166
max_div_30_3.txt,Deeper,30,3,6,143.829,(1.530000 8.090000 9.560000)(6.750000 0.070000 1.800000)(9.990000 4.400000 9.760000)(8.060000 9.590000 0.270000)(6.710000 0.350000 9.420000)(8.060000 9.590000 0.270000),0.134369,166
